NSta=1;NSta=2;NSta=3;NSta=4;NSta=5;NSta=6;NSta=7;NSta=8;NSta=9;NSta=10;NSta=11;NSta=12;NSta=13;NSta=14;NSta=15;NSta=16;NSta=17;NSta=18;NSta=19;NSta=20;NSta=21;NSta=22;NSta=23;NSta=24;NSta=25
6.104200000001114e-08;6.708999999993638e-08;6.233800000021717e-08;6.71799999998335e-08;6.345999999979314e-08;6.087999999992988e-08;6.431800000017419e-08;2.3734800000019266e-07;2.514140000000609e-07;6.744399999991657e-08;6.447999999981137e-08;6.53279999998091e-08;6.168600000000524e-08;6.761800000010253e-08;6.817200000019951e-08;6.85940000000329e-08;2.4031199999985374e-07;6.422600000011158e-08;6.46959999999197e-08;3.108940000000615e-07;2.133500000001121e-07;1.0149479999999046e-06;9.93810000000206e-07;2.5560200000001032e-06;1.0907859999997885e-06
6.011999999966378e-08;6.02460000003191e-08;6.412200000038837e-08;6.649200000019562e-08;1.3411199999957545e-07;6.345999999979314e-08;6.687000000038523e-08;9.298999999973745e-08;7.212800000022668e-08;6.02479999995964e-08;6.13620000002868e-08;1.8348800000023146e-07;6.27680000002684e-08;1.447519999997482e-07;5.111160000002002e-07;8.945999999987463e-08;1.3011199999990454e-07;3.8896600000004613e-07;2.010700000001364e-07;1.2855260000002034e-06;1.2085174000000088e-05;2.7225480000000245e-05;5.87352000000152e-07;7.231939999998715e-07;0.000124510186
6.605400000037066e-08;6.610800000039773e-08;6.09179999999654e-08;6.621599999956374e-08;5.54757999999822e-07;3.030400000003652e-07;6.6377999999645e-08;1.978319999995648e-07;6.44860000003078e-08;1.6853999999977278e-07;6.159399999994264e-08;6.764799999992023e-08;6.285599999955593e-08;6.475600000044325e-08;4.925660000001387e-07;7.89368000000401e-07;1.0379479999995666e-06;8.370000000024192e-08;8.68260000004284e-08;6.707400000038889e-08;3.6842540000003863e-06;1.865900000000309e-06;6.050152000000253e-06;1.295759999999646e-07;9.487459999997228e-07
6.51319999995792e-08;6.826399999937393e-08;6.570799999927602e-08;1.4053399999980344e-07;6.139799999971274e-08;4.546199999992951e-07;6.29360000008461e-08;6.406199999986484e-08;6.82120000004005e-08;2.04344000000134e-07;6.64579999991588e-08;6.360799999960422e-08;6.295000000022812e-08;6.88719999999421e-08;9.35040000005216e-08;6.8227999999948e-08;7.98179999996762e-08;3.184520000001357e-07;6.323799999918833e-08;3.676939999994744e-07;1.3653179999995046e-06;1.5871660000001952e-06;6.066135999999389e-06;1.5513380000005127e-06;1.860339399999944e-05
6.806000000025848e-08;6.512600000085911e-08;6.549199999916766e-08;6.525200000062627e-08;6.705000000017946e-08;6.420000000062486e-08;6.544999999924527e-08;7.809799999947132e-08;6.057599999920171e-08;6.163599999986504e-08;9.96900000007628e-08;2.0274999999969625e-07;6.503200000018694e-08;3.548940000008827e-07;6.194200000031458e-08;8.610000000075502e-08;6.607999999985736e-08;6.751979999997104e-07;6.604999999915151e-08;1.5826599999968493e-07;2.518397999999422e-06;4.141579999998868e-07;4.80151999999734e-07;3.726778000000764e-06;8.1238060000004e-06
6.71380000003552e-08;6.128799999949309e-08;6.727599999933886e-08;6.456400000054429e-08;6.570200000055593e-08;6.576800000068772e-08;6.4996000000761e-08;6.054600000027222e-08;6.529000000021767e-08;6.042799999939063e-08;7.657199999933085e-08;3.697220000002943e-07;6.111399999930711e-08;6.60099999993946e-08;3.6414799999917593e-07;6.1966000000524e-08;9.442400000025943e-08;1.9492600000070585e-07;6.071199999979627e-08;8.898740000002903e-07;2.05586200000063e-06;8.736999999925389e-08;6.769800000050453e-08;5.283006000000867e-06;9.705484800000086e-05
6.407200000069224e-08;6.414399999954412e-08;6.707800000071986e-08;6.428800000080059e-08;6.83479999992187e-08;6.23480000001564e-08;6.750999999916018e-08;2.369820000005518e-07;7.865399999928968e-08;6.172600000020623e-08;6.779799999989679e-08;2.4687600000028454e-07;1.0920799999958321e-07;2.100259999995302e-07;2.3434200000060914e-07;6.476999999982525e-08;6.123600000051966e-08;7.437019999994021e-07;2.0564799999966965e-07;6.344600000041111e-08;8.655120000007344e-07;1.960742000001403e-06;3.207657999999114e-06;8.570199999979877e-08;1.965414800000076e-05
6.700000000137152e-08;6.100599999925294e-08;6.68620000006115e-08;6.401199999928053e-08;6.499999999931561e-08;6.792799999999489e-08;4.060300000006123e-07;6.340599999887786e-08;6.403000000076987e-08;6.502400000130137e-08;7.601800000145433e-08;6.502400000130137e-08;6.029000000040698e-08;6.803000000132899e-08;6.002399999971432e-08;6.26480000001095e-08;6.104199999867889e-08;2.6541800000146055e-07;1.818980000010129e-07;6.504799999973443e-08;1.1792348000000176e-05;7.403805999999236e-06;1.2630780000009168e-06;2.04138279999988e-05;3.092251999998297e-06
6.607799999969188e-08;6.31620000000055e-08;6.864599999900633e-08;6.332399999919858e-08;6.064600000144083e-08;6.65079999997431e-08;6.357599999873286e-08;3.218539999991777e-07;2.117499999982897e-07;1.328280000016946e-07;1.3590000000007766e-07;6.297799999899212e-08;6.437200000064536e-08;2.6316399999970485e-07;1.3532540000014135e-06;6.851399999874275e-08;6.549200000094402e-08;2.061640000015075e-07;3.496600000012506e-07;3.866439999988813e-07;1.416919999996935e-07;1.849961799999989e-05;5.849719999986292e-07;3.164542000000381e-06;7.869232000000893e-06
6.301199999825258e-08;6.002399999971432e-08;1.014419999982863e-07;2.7904799999944884e-07;6.32920000001036e-08;6.008200000096053e-08;3.3308400000109375e-07;6.328999999993812e-08;6.61079999986214e-08;6.811400000117373e-08;6.013200000154484e-08;6.114400000001298e-08;1.3464899999995338e-06;6.016800000097078e-08;6.86799999982668e-08;6.718599999899766e-08;2.1019800000132705e-07;1.989945999998355e-06;6.207199999863633e-08;1.4324600000037437e-07;6.52219999999204e-08;1.2158840000005e-06;5.736886000001107e-06;3.7915223999998914e-05;8.347600000035983e-08
6.209000000012566e-08;6.218000000046688e-08;6.523200000074781e-08;6.236000000114929e-08;6.293799999923521e-08;6.865599999983373e-08;6.864199999867537e-08;6.472600000151373e-08;2.698340000009125e-07;2.649179999991702e-07;6.899599999954377e-08;6.110400000025607e-08;6.055400000093413e-08;6.728400000000079e-08;1.4138599999924396e-07;5.490879999996423e-07;6.409799999929079e-08;1.0196499999999276e-06;2.078400000016245e-07;7.098419999991279e-07;7.889379999994617e-07;1.227360000001454e-06;7.187913999999296e-06;4.035460000011426e-07;8.857519999985186e-07
6.501800000080494e-08;6.804199999876915e-08;6.501600000063946e-08;6.208399999962921e-08;6.85900000014783e-08;1.0224800000102618e-07;6.215599999848109e-08;6.516199999850869e-08;6.019799999990027e-08;1.4021599999836098e-07;6.822199999945156e-08;6.023999999982265e-08;6.263599999911663e-08;6.329400000026909e-08;2.5831800000020164e-07;3.9255400000115526e-07;6.536000000068043e-08;7.034019999991869e-07;2.0925200000121438e-07;3.574260000007712e-07;1.1196858000001695e-05;2.387710000000709e-06;1.4096399999985465e-07;5.608119999997996e-07;0.0001023344679999
6.40959999991253e-08;6.420400000095583e-08;6.679999999903429e-08;6.139599999954726e-08;6.72420000000784e-08;6.78160000013861e-08;6.170199999999683e-08;6.060999999846217e-08;6.591200000016783e-08;6.200800000044638e-08;5.341160000007506e-07;6.22059999990654e-08;1.6571800000164674e-07;6.242199999917376e-08;4.292739999982586e-07;1.414199999985044e-07;5.388279999998246e-07;6.212999999988255e-08;3.6161999999961844e-07;6.480220000000259e-07;1.17608800000113e-06;5.624738000001628e-06;2.5103440000009413e-06;1.0107979999993688e-06;2.87191199999981e-06
6.10300000012387e-08;6.705999999923053e-08;6.660200000041527e-08;6.112000000157991e-08;6.088800000014771e-08;6.439599999907843e-08;6.4215999998396e-08;6.404000000159726e-08;6.326999999828331e-08;3.9830600000101413e-07;6.133600000168827e-08;6.236600000164571e-08;6.78060000005587e-08;1.014320000010116e-07;6.845600000104925e-08;2.002979999993215e-07;6.850999999841178e-08;6.886399999928018e-08;8.551260000011496e-07;1.71611999999044e-07;7.053863999999521e-06;1.1938899999996977e-06;5.990520000000998e-06;3.4911219999997917e-06;4.749785999997869e-06
6.010799999955906e-08;1.1722200000008344e-07;6.838599999881013e-08;6.644400000155315e-08;6.8540000000894e-08;6.297599999882664e-08;3.067799999989518e-07;6.246999999959258e-08;6.400199999845314e-08;6.810400000034633e-08;4.822060000009287e-07;6.331999999886761e-08;6.789400000073443e-08;7.25420000016186e-08;6.014999999948145e-08;6.138199999838889e-08;1.348780000007821e-07;6.160999999949013e-08;6.784400000015013e-08;8.33220000000523e-07;4.1701540000005365e-06;1.289811000000185e-05;1.4916020000015351e-06;9.767816000000095e-06;5.006377200000145e-05
6.303600000023834e-08;6.607800000324459e-08;6.816999999870177e-08;6.01560000035306e-08;3.6219199999720796e-07;6.855600000221786e-08;6.028199999974504e-08;4.149179999970443e-07;6.443719999964515e-07;3.154079999987403e-07;6.008199999740782e-08;1.324739999972735e-07;6.697599999938576e-08;6.155799999874034e-08;6.134400000235018e-08;6.525399999901537e-08;1.3568399999996928e-07;1.1913680000006369e-06;1.223779999996566e-06;8.348040000001333e-07;6.080953999997974e-06;6.029800000106889e-08;3.217304000003196e-06;1.755390999999662e-05;2.831858000000409e-06
6.512000000213904e-08;6.223999999832586e-08;6.395999999853075e-08;6.247400000347624e-08;6.6832000001682e-08;1.0012999999986505e-07;6.283399999773566e-08;6.535400000018398e-08;6.30799999967735e-08;6.719400000321229e-08;2.523200000013049e-07;6.343999999813833e-08;6.305800000205863e-08;1.396799999966447e-07;1.3603800000083765e-07;2.121320000014748e-07;9.00340000029587e-08;6.008999999806976e-08;7.281799999958593e-08;8.33880000001841e-08;6.32320000022446e-08;1.0047731999996755e-05;2.615826000003096e-06;2.52822000000208e-07;1.8006999999968795e-06
6.804800000281829e-08;6.509600000015325e-08;6.075600000343684e-08;6.819200000052207e-08;6.04780000017513e-08;6.670399999819665e-08;2.1834799999709281e-07;6.078999999914458e-08;6.004560000008041e-07;9.049199999822123e-08;6.853400000039756e-08;8.259999999893353e-08;6.915800000228956e-08;6.169600000305309e-08;6.273200000350699e-08;3.160280000003013e-07;9.683999999765546e-08;3.06842000000529e-07;2.8277399999865336e-07;6.140019999989477e-07;1.539020000002722e-06;8.63180199999647e-06;9.66870599999936e-06;0.000164401382;0.000130075824
6.712599999758594e-08;6.125800000233996e-08;6.25400000018317e-08;6.451600000190183e-08;6.813000000249758e-08;6.82900000015252e-08;6.491199999913988e-08;6.522599999669864e-08;6.717000000122654e-08;3.102960000020971e-07;2.3740999999688486e-07;6.553600000103188e-08;2.512399999972104e-07;1.0598300000026484e-06;6.692600000235417e-08;5.690879999988852e-07;3.161959999999908e-07;6.557599999723607e-08;4.841479999981857e-07;6.357400000212012e-08;9.857999999951517e-08;2.398169800000005e-05;1.0779240000005077e-06;8.807379999993258e-07;3.9233179999982325e-06
6.105399999967176e-08;2.651200000016729e-07;6.232399999817063e-08;6.722799999892004e-08;6.478200000259449e-08;6.586399999974901e-08;6.740799999960245e-08;1.3667999999711358e-07;6.753400000292233e-08;6.558799999822895e-08;6.764199999764742e-08;6.269600000052833e-08;6.431599999956463e-08;6.182799999976397e-08;7.688200000188773e-08;2.769600000007699e-07;5.880140000016354e-07;4.3732200000334843e-07;2.782031999998935e-06;1.371700000021292e-07;1.1980740000012705e-06;3.772291800000005e-05;1.8737039999976449e-06;1.908671999999001e-06;0.0001051149059999
6.313800000157243e-08;6.027599999924859e-08;6.412599999805479e-08;6.355200000029981e-08;6.042799999761428e-08;6.444400000304996e-08;1.929720000006796e-07;6.410999999673095e-08;6.224199999849135e-08;6.687999999854812e-08;1.365239999984169e-07;8.466199999901393e-08;1.844100000027993e-07;3.309379999976159e-07;1.0233199999731825e-07;1.960259999975733e-07;6.83580000000461e-08;1.8905600000351801e-07;6.847800000286952e-08;6.876599999827705e-08;7.5878999999901e-07;1.06816400000298e-06;5.798654000003012e-06;5.138238199999989e-05;3.189179799999664e-05
6.606600000225172e-08;6.3132000001076e-08;6.391000000149915e-08;9.927600000025905e-08;2.280799999994088e-07;1.420239999987416e-07;6.34740000009515e-08;6.554000000136284e-08;9.362400000156868e-08;6.118400000332258e-08;8.773799999772791e-08;6.881600000241407e-08;1.3949800000290225e-07;2.069539999993708e-07;8.452000000147564e-08;1.403039999985367e-07;1.1841760000024238e-06;2.4180199999790376e-07;4.797019999998042e-07;9.934999999927641e-08;1.1343019999969784e-06;8.757717999998248e-06;3.206759999997644e-06;3.4825199999986014e-06;1.336037999998041e-06
6.514399999701936e-08;6.829400000185614e-08;6.569399999989402e-08;6.25879999986978e-08;6.771999999699573e-08;6.860399999908397e-08;6.303800000040382e-08;6.29820000028758e-08;6.033199999677663e-08;6.747599999812337e-08;6.562000000087664e-08;1.3397999999966714e-06;6.05800000030854e-08;3.9507599999666365e-07;7.021999999778927e-08;6.016999999758355e-08;6.750800000077106e-08;9.253599999681229e-08;6.575799999808397e-08;1.6394600000069206e-07;2.304053999999667e-06;2.6455479999967224e-06;1.4188200000120334e-07;1.40610000002539e-07;3.06442039999979e-05
6.207799999913278e-08;6.515599999801224e-08;6.848400000336597e-08;8.630600000003596e-08;6.837200000120448e-08;6.817199999886726e-08;2.48540000001185e-07;6.042399999728331e-08;6.570200000055593e-08;2.4877399999923e-07;6.285199999922499e-08;1.57917999999313e-07;6.466199999977106e-08;6.60859999968011e-08;1.0240799999650109e-07;9.104200000109585e-08;6.132000000036442e-08;2.25204000003032e-07;2.954260000009868e-07;9.155400000082637e-08;6.54819999965639e-08;1.1895200000111573e-07;2.7040659999997272e-06;5.399839999995493e-07;5.769182000001649e-06
6.500599999981204e-08;6.801199999983966e-08;6.528000000116664e-08;6.502400000130137e-08;6.201800000127377e-08;6.475200000011228e-08;6.804800000281829e-08;6.585999999941804e-08;4.380780000019513e-07;2.710719999967637e-07;6.207199999863633e-08;3.000900000031947e-07;2.8895799999872904e-07;1.3810800000157996e-07;8.793699999998239e-07;6.193800000175997e-08;6.312000000008311e-08;9.494399999709913e-08;2.539939999977037e-07;4.411500000003343e-07;3.056276000002356e-06;5.436920000008171e-07;0.000178794844;2.941380000009986e-07;1.3383120000014517e-06
6.408400000168514e-08;6.417400000202633e-08;6.706399999956147e-08;6.134800000268115e-08;6.067000000342659e-08;3.403380000008838e-07;1.7861799999963069e-07;8.829600000126447e-08;6.579200000089715e-08;6.53640000010114e-08;6.194200000209094e-08;6.383200000215084e-08;3.6309000000045444e-07;3.3821800000310985e-07;1.805460000028347e-07;6.481599999830223e-08;6.748199999861982e-08;6.768400000112253e-08;6.104399999884437e-08;8.874000000247406e-08;6.654199999900356e-08;9.930000000224483e-08;1.3415000000094324e-07;8.958200000108718e-08;7.988932000003502e-06
6.70120000023644e-08;6.70299999967483e-08;6.684800000300583e-08;6.405999999969936e-08;6.632200000211696e-08;6.391200000166464e-08;6.411399999706192e-08;6.57439999969256e-08;6.215599999848109e-08;6.766799999979868e-08;1.4217999999743825e-07;1.9919799999712494e-07;1.440160000001356e-07;7.442459999964513e-07;6.22459999988223e-08;6.568799999939756e-08;1.5682600000133106e-07;4.224420000014107e-07;6.23059999966813e-08;1.0033000000220228e-07;3.265407999997194e-06;2.184991999996555e-06;7.201582000000428e-06;2.2452099999981102e-06;1.0999220000016407e-06
6.009599999856618e-08;6.319199999893499e-08;2.3964999999748215e-07;6.038400000107914e-08;9.796799999861605e-08;8.049200000215251e-08;6.067199999648664e-08;6.418000000252279e-08;6.38639999976931e-08;6.695999999806192e-08;6.805600000348023e-08;1.4379759999982869e-06;5.5196600000329e-07;6.134400000235018e-08;6.020200000023124e-08;6.415960000012433e-07;4.666439999994055e-07;1.441759999991632e-07;3.735359999978983e-07;5.319260000007376e-07;3.238480000007371e-07;4.907599999981471e-07;8.73059999975112e-08;1.8220239999990896e-06;0.0001346544499999
6.302399999924546e-08;6.604800000076238e-08;6.843399999922895e-08;6.610199999812494e-08;2.936140000002752e-07;9.206600000055688e-08;6.017999999841095e-08;6.261000000051808e-08;6.223999999832586e-08;6.82579999988775e-08;6.427000000286398e-08;6.73119999987648e-08;6.034199999760403e-08;6.836000000021158e-08;2.97390000000064e-07;6.504680000034569e-07;1.0394620000013787e-06;3.585979999982669e-07;1.4089199999745005e-07;5.095340000025317e-07;4.764919999971085e-07;8.76025000000169e-06;1.592779999981531e-07;3.144559999981311e-07;2.964675999999855e-05
6.210200000111854e-08;6.221000000294909e-08;6.121799999903033e-08;6.841999999807059e-08;6.426000000203658e-08;6.665200000099957e-08;6.874399999645675e-08;6.30520000015622e-08;6.295400000055906e-08;6.655600000016193e-08;6.115200000067489e-08;1.0025400000301945e-07;1.393800000002443e-07;1.3148200000046016e-07;2.0457800000173165e-07;6.03280000035511e-08;2.37787999999739e-07;2.143319999987625e-07;1.986420000008593e-07;6.710000000254013e-08;1.2607000000031122e-07;7.057599999882315e-08;3.9334559999986144e-06;2.5714495999999087e-05;4.15231999994603e-07
1.310359999990851e-07;6.807199999769864e-08;2.6200799999998025e-07;6.213199999649534e-08;6.09120000021335e-08;6.622000000078289e-08;6.223999999832586e-08;6.74939999996127e-08;1.8832399999979545e-07;6.284799999889402e-08;2.493900000004601e-07;4.904259999989336e-07;1.914619999965339e-07;6.549799999788776e-08;1.907720000033919e-07;6.020000000006576e-08;1.7960000000272207e-07;9.607199999805973e-08;3.227719999969736e-07;6.067200000003936e-07;1.1327679999979522e-06;1.6898760000003677e-06;3.5254539999982627e-06;2.113672000000122e-06;4.654168000001846e-06
6.711400000369849e-08;6.122800000696315e-08;6.280399999525345e-08;6.745599999646858e-08;6.555800000285218e-08;6.480000000408382e-08;6.18039999977782e-08;6.992999999511085e-08;6.603200000654397e-08;7.911579999984042e-07;6.326000000456135e-08;6.23859999961951e-08;1.5250600000626945e-07;6.761400000243613e-08;8.472199999687292e-08;1.3209600000152476e-07;6.595000000686469e-08;1.7582399999582778e-07;8.412079999970956e-07;6.503099999974893e-07;9.330400000351349e-08;1.6353639999948654e-06;1.224743999998168e-06;2.953715999993278e-06;3.2644059999995534e-06
6.104199999867889e-08;6.709000000171274e-08;6.113199999902008e-08;6.718000000205393e-08;6.220999999584366e-08;6.138000000532884e-08;6.43179999997301e-08;2.36365999995769e-07;2.3341399999310402e-07;6.444400000304996e-08;6.44800000060286e-08;6.352799999831406e-08;5.856690000001663e-06;6.061800000622952e-08;6.366600000262679e-08;7.198000000130378e-08;1.3776800000186998e-07;6.457000000636982e-08;6.88399999972944e-08;6.588799999462936e-08;7.458820000039168e-07;4.118279999971719e-07;6.010600000649901e-08;5.7555100000001856e-06;2.462883999996279e-06
6.012000000055196e-08;6.024600000387181e-08;6.681600000035814e-08;6.649200000197197e-08;9.686200000658119e-08;6.396000000563617e-08;6.68699999977207e-08;1.2481400000297073e-07;1.0012799999969956e-07;6.77480000064179e-08;6.436200000337068e-08;1.5848799999673705e-07;6.486739999999713e-06;6.374599999503516e-08;6.385400000397114e-08;6.929980000052183e-07;6.366200000229582e-08;6.832200000417289e-08;3.053199999953904e-07;1.3885320000071034e-06;8.984359999999469e-07;6.756399999972018e-07;1.0453182000006223e-05;3.327879999943661e-07;3.952573799999471e-05
6.605400000125884e-08;6.61079999986214e-08;6.751200000110203e-08;6.621599999334649e-08;6.050199999663165e-08;2.505340000027445e-07;9.337800000253083e-08;2.0324999999843386e-07;6.648599999437012e-08;3.160400000012942e-07;6.659400000330607e-08;6.764799999814387e-08;6.670199999803119e-08;6.875600000455506e-08;1.690659999979971e-07;4.4787000000212637e-07;5.659360000009883e-07;8.850800000033133e-07;4.908819999940306e-07;9.307999999919049e-08;6.8080000005466e-08;1.276079999996682e-06;4.888574000005974e-06;7.90910780000047e-05;5.153952000000572e-06
6.513200000313192e-08;6.826400000647936e-08;6.585200000586156e-08;1.4053399999625072e-07;6.514800000445576e-08;6.61079999986214e-08;6.293600000617516e-08;6.0680000004254e-08;6.221200000311455e-08;1.3433799999518218e-07;6.745800000373947e-08;6.360800000493327e-08;8.798913999996217e-06;6.187200000340454e-08;6.200400000011541e-08;7.934799999986809e-08;1.1542980000029956e-06;5.598139999989371e-07;6.65379999986726e-08;1.3568200000690926e-07;7.863999999813132e-08;9.881399999756015e-08;5.2189059999960815e-06;1.2529427999993458e-05;3.06918600000472e-06
6.80600000038112e-08;6.512599999553003e-08;6.81859999929202e-08;6.52519999988499e-08;6.580000000155905e-08;6.86999999999216e-08;6.54499999939162e-08;7.71159999999327e-08;6.457599999976084e-08;6.463600000472525e-08;1.7769000000100733e-07;6.274400000449987e-08;6.082800000228873e-08;2.71893999993722e-07;6.119799999737552e-08;6.021999999461514e-08;6.507400000543839e-08;2.635419999990063e-07;9.590000000514464e-08;1.2302899999951931e-06;6.083140000043841e-07;2.11742199999776e-06;2.762044399999297e-05;5.538154000007012e-06;5.627912600000684e-05
6.713800000568428e-08;6.128799999771673e-08;8.655012000005513e-06;6.456399999876796e-08;6.445200000371187e-08;6.126799999606192e-08;6.499600000609007e-08;6.756400000540454e-08;6.229000000246289e-08;6.392800000298848e-08;3.37577999999894e-07;4.0072199999485756e-07;6.48599999948374e-08;6.200999999350643e-08;3.0439799999726345e-07;6.028599999297058e-08;6.20800000064037e-08;6.128799999771673e-08;7.171199999334023e-08;8.138799999954927e-07;7.151198000002523e-06;4.803460000033511e-07;2.5253679999934774e-06;7.756290000003219e-06;1.2351584000001023e-05
6.407200000069224e-08;6.414400000664956e-08;5.561240000005796e-06;6.428800000435331e-08;6.709800000237465e-08;6.684800000300583e-08;6.750999999383111e-08;2.070000000031769e-07;2.02654000005964e-07;6.822599999622982e-08;6.679800000597424e-08;5.678880000061781e-07;9.195399999839539e-08;6.202000000143926e-08;1.2146100000052229e-06;3.305759999960856e-07;2.497920000053e-07;5.610399999937954e-07;6.639199999369793e-08;6.744600000274659e-08;9.644099999945865e-07;1.116559999999822e-06;6.043185800000117e-05;2.724200000017163e-07;9.1034379999968e-06
6.700000000137152e-08;6.100599999570022e-08;4.565024000001472e-06;6.401199999572782e-08;6.374999999536612e-08;6.342800000425088e-08;4.060299999935069e-07;6.742399999382089e-08;6.403000000432258e-08;6.852999999296116e-08;2.0201799999597368e-07;6.782399999849531e-08;6.20360000027631e-08;6.002400000681975e-08;6.703600000435018e-08;1.6870660000023463e-06;6.50420000027907e-08;1.5876199999809158e-07;3.549919999983331e-07;8.302999999898476e-08;5.950240000061058e-07;2.010897999994654e-06;1.9168959999973366e-06;4.007365999996182e-06;1.9595039999984467e-06
6.607800000324459e-08;6.316200000355822e-08;8.59327599999915e-06;6.332399999564587e-08;5.97401999996805e-07;6.200800000044638e-08;6.35760000022856e-08;2.978779999978088e-07;6.174400000702463e-08;1.6783399999553698e-07;4.119059999965202e-07;6.609959999934745e-07;6.606799999531177e-08;5.381699999986722e-07;1.992360000002691e-07;6.47079999964717e-08;6.394199999704142e-08;2.0650800000510121e-07;4.444523999993066e-06;7.136680000030538e-07;1.3358399999674476e-07;7.080000000314613e-08;2.7445080000063624e-06;4.5115599999689946e-07;1.938632000005214e-06
6.301199999825258e-08;6.002400000681975e-08;7.750420000007807e-07;2.340479999958234e-07;6.604200000026596e-08;6.458199999315183e-08;6.007800000418228e-08;6.730799999843386e-08;6.61079999986214e-08;6.31199999929777e-08;7.813199999873178e-08;6.514400000412479e-08;1.6215600000180078e-07;6.01680000045235e-08;5.491860000006454e-07;6.01859999989074e-08;5.912160000036692e-07;6.225399999948422e-08;4.156399999999394e-07;8.323400000165293e-08;4.442342000004374e-06;8.634200000017244e-07;1.388520000062954e-07;4.710599999953048e-07;1.4582911999994508e-05
6.209000000012566e-08;6.218000000046688e-08;2.553276000000437e-06;6.236000000114929e-08;6.168800000239116e-08;6.415599999343157e-08;6.86420000022281e-08;6.774400000608695e-08;9.282800000676163e-08;6.642399999634563e-08;6.399599999440397e-08;6.690399999342844e-08;6.519400000115638e-08;6.728399999644808e-08;5.253860000067334e-07;8.646400000600353e-08;6.075400000327136e-08;6.899999999632202e-08;2.0924000000377418e-07;2.7983600000425215e-07;3.794028000001504e-06;6.362000000592617e-08;1.360819999973728e-07;4.294685999994386e-06;1.2202540000004093e-05
6.501800000080494e-08;6.804199999521643e-08;4.518078000003812e-06;6.208400000673464e-08;6.734000000108153e-08;6.174799999314473e-08;6.215599999848109e-08;6.018000000551638e-08;6.019799999990027e-08;1.717220000045927e-07;3.232279999991761e-07;6.123999999374519e-08;9.828199999617483e-08;7.229400000596798e-08;2.328180000006341e-07;7.920921999996721e-06;1.0036000000468448e-07;4.137279999980592e-07;6.824599999788463e-08;3.854320000016287e-07;2.300468000001388e-06;1.302005399999473e-05;3.897428000001924e-06;1.329579999946873e-07;
6.409600000267802e-08;6.420399999740311e-08;5.7653300000026775e-06;6.139600000665268e-08;6.599200000323437e-08;6.331599999498396e-08;6.17019999964441e-08;6.063399999334253e-08;6.691199999409038e-08;6.20139999938374e-08;6.510400000081519e-08;2.292119999935949e-07;1.2931400000582016e-07;2.484219999985271e-07;1.6250599999523278e-07;2.596199999942428e-07;1.4027520000041705e-06;6.251199999951495e-08;1.0347940000059452e-06;6.901599999764584e-08;1.2503400000696278e-07;6.403999999804455e-08;1.3857209999997622e-05;2.5752609999997844e-05;
6.1029999997686e-08;6.706000000633596e-08;9.584132000000525e-06;6.11199999980272e-08;6.863800000189712e-08;6.889600000192787e-08;8.221599999558293e-08;6.506399999750556e-08;6.826999999987038e-08;1.014330000003838e-06;6.133600000168827e-08;6.83659999936026e-08;7.540199999311881e-08;5.904439999966371e-07;6.745599999646858e-08;6.549200000449674e-08;6.762200000309803e-08;7.855200000506102e-08;1.8757600000185448e-07;2.305879999937588e-07;4.568779999999606e-06;7.79159399999685e-06;3.765240000035419e-07;1.829009399999393e-05;
6.010799999955906e-08;1.3522199999727037e-07;6.333000000324773e-08;6.644399999800044e-08;6.729000000404994e-08;6.747599999812337e-08;3.427799999968784e-07;6.649399999503203e-08;6.400200000200586e-08;6.460999999546858e-08;6.120000000464643e-08;6.731999999942674e-08;6.544000000019423e-08;1.0954200000412585e-07;6.165000000635247e-08;1.827579999940099e-07;5.360840000037115e-07;1.561859999981152e-07;2.279440000023669e-07;2.3982740000008107e-06;1.9822799999928976e-06;2.325381999995102e-06;4.428845999996156e-06;5.683800000042538e-07;
6.303600000023834e-08;6.607800000324459e-08;6.611400000622325e-08;6.01560000035306e-08;6.693000000268514e-08;6.405599999936839e-08;6.028200000685048e-08;6.693599999607613e-08;2.1036600000456929e-07;3.389139999967483e-07;6.743199999448279e-08;2.9745279999957576e-06;6.352200000492304e-08;6.456399999876796e-08;6.859399999825655e-08;6.363599999303915e-08;1.7767800000001446e-07;7.951319999932594e-07;6.763239999969528e-07;6.879800000092474e-08;9.128519999990204e-07;;6.884200000456531e-08;2.467010000003711e-06;
6.512000000213904e-08;6.22400000054313e-08;6.535400000018398e-08;6.247400000347624e-08;6.058200000325088e-08;1.316299999984949e-07;6.283400000484109e-08;6.6377999999645e-08;6.20800000064037e-08;6.419999999707217e-08;2.753140000066878e-07;6.344000000524376e-08;6.255399999588463e-08;2.0567999999343557e-07;7.058120000067447e-07;1.3931399999478344e-07;3.810580000020991e-07;7.815399999344665e-08;1.0111199999585097e-07;6.039400000190653e-08;7.641800000612876e-08;;;1.4599799999359678e-07;