1;0,0188391;0,00218429;4,99E-05;0,01286775;0,033941067
4;0,018854;0,0134929;0,000472414;0,0121624;0,044981714
7;0,01885015;0,0247993;0,00089495;0,01145725;0,05600165
10;0,0271281;0,0361101;0,001319435;0,0106726;0,075230235
13;0,018854;0,0474121;0,0017529;0,0100339;0,0780529
16;0,019467;0,0587185;0,00233301;0,0091654;0,08968391
19;0,0197284;0,0699775;0,002832135;0,00838235;0,100920385
22;0,0343416;0,072896;0,00419275;0,00681225;0,1182426
25;0,03199495;0,04877445;0,00479742;0,00683255;0,09239937
28;0,0341738;0,0322846;0,0050422;0,00697965;0,07848025
31;0,0389373;0,02363185;0,00508035;0,0071133;0,0747628
34;0,0439638;0,0184078;0,00505745;0,0072198;0,07464885
37;0,0485306;0,0147479;0,0050139;0,0073122;0,0756046
40;0,051996;0,0125933;0,004982575;0,007365;0,076936875